所属模块,用例标题,前置条件,步骤,预期,关键词,优先级,用例类型,适用阶段
/财务管理(#10),验证新增一级科目时“备注”框输入为空格,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“添加”按钮","1.二级科目：二级
2.备注：“ ”
3.点击：保存",新增二级科目成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证新增一级科目时“备注”框输入为特殊字符,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“添加”按钮","1.二级科目：二级
2.备注：#
3.点击：保存",新增二级科目成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证新增一级科目时“备注”框输入为数字字符组合,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“添加”按钮","1.二级科目：二级
2.备注：123abc
3.点击：保存",新增二级科目成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证新增一级科目时“备注”框输入超长字符时竖向滚动条可以拖动,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“添加”按钮","1.二级科目：二级
2.备注：超长字符
3.点击：保存",1.备注竖向滚动条可以拖动,,3,功能测试,系统测试阶段
/财务管理(#10),验证“修改”按钮可用,"1.点击“财务管理”模块
2.点击“会计科目”模块","1.点击“修改”按钮
2.查看是否跳出新界面",“修改”按钮可用,,3,功能测试,系统测试阶段
/财务管理(#10),验证输入合法数据可以修改会计科目信息成功,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“修改”按钮","1.收支类型：点击下拉框任意选择一个选型
2.科目名称：测试
3.备注：测试用例
4.点击：保存",修改成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改会计科目信息时“科目名称”输入为空,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“修改”按钮","1.收支类型：点击下拉框任意选择一个选型
2.科目名称：“”
3.备注：测试用例
4.点击：保存",修改失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改会计科目信息时“科目名称”输入为空格,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“修改”按钮","1.收支类型：点击下拉框任意选择一个选型
2.科目名称：“ ”
3.备注：测试用例
4.点击：保存",修改失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改会计科目信息时“科目名称”输入为字符,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“修改”按钮","1.收支类型：点击下拉框任意选择一个选型
2.科目名称：abc
3.备注：测试用例
4.点击：保存",修改成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改会计科目信息时“科目名称”输入为数字字符组合,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“修改”按钮","1.收支类型：点击下拉框任意选择一个选型
2.科目名称：123abc
3.备注：测试用例
4.点击：保存",修改成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改会计科目信息时“科目名称”输入为数字,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“修改”按钮","1.收支类型：点击下拉框任意选择一个选型
2.科目名称：123
3.备注：测试用例
4.点击：保存",修改成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改会计科目信息时“科目名称”输入为特殊字符,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“修改”按钮","1.收支类型：点击下拉框任意选择一个选型
2.科目名称：#
3.备注：测试用例
4.点击：保存",修改失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改会计科目信息时“备注”框输入为空,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“修改”按钮","1.收支类型：点击下拉框任意选择一个选型
2.科目名称：测试
3.备注：“”
4.点击：保存",修改会计科目信息成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改会计科目信息时“备注”框输入为空格,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“修改”按钮","1.收支类型：点击下拉框任意选择一个选型
2.科目名称：测试
3.备注：“ ”
4.点击：保存",修改会计科目信息成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改会计科目信息时“备注”框输入为特殊字符,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“修改”按钮","1.收支类型：点击下拉框任意选择一个选型
2.科目名称：测试
3.备注：#
4.点击：保存",修改会计科目信息成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改会计科目信息时“备注”框输入为数字字符组合,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“修改”按钮","1.收支类型：点击下拉框任意选择一个选型
2.科目名称：测试
3.备注：123abc
4.点击：保存",修改会计科目信息成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改会计科目信息时“备注”框输入超长字符时竖向滚动条可以拖动,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“修改”按钮","1.收支类型：点击下拉框任意选择一个选型
2.科目名称：测试
3.备注：超长字符
4.点击：保存",1.备注竖向滚动条可以拖动,,3,功能测试,系统测试阶段
/财务管理(#10),验证“收支类型”下拉框选择不同选项时下方列表展示内容随之改变,"1.点击“财务管理”模块
2.点击“会计科目”模块","1.“收支类型”下拉框依次选择不同选项
2.查看下方列表中内容是否随之改变",“收支类型”下拉框选择不同选项时下方列表展示内容随之改变,,3,功能测试,系统测试阶段
/财务管理(#10),验证点击会计科目前面的“+”可以查看会计科目详细信息,"1.点击“财务管理”模块
2.点击“会计科目”模块","1.选择会计科目列表中一项记录，点击前面的“+”号
2.查看下方是否展开会计科目详细信息",点击会计科目前面的“+”可以查看会计科目详细信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证点击“-”可以收起会计科目详细信息,"1.点击“财务管理”模块
2.点击“会计科目”模块","1.点击“-”
2.查看会计科目详细信息是否被收起",点击“-”可以收起会计科目详细信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证会计科目列表每页显示内容数目可以更改，且可以翻页,"1.点击“财务管理”模块
2.点击“会计科目”模块",更改会计科目列表下方每页显示数目，查看能否翻页,会计科目列表每页显示内容数目可以更改，且可以翻页,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改二级科目信息时输入合法数据可以修改成功,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.选择一条一级科目记录，点击前面的“+”号
4.选择一条二级科目记录，点击其后的“修改”按钮","1.收支类型：点击下拉框选择任一选项
2.一级科目：点击下拉框选择任一选项
3.二级科目：修改二级科目
4.备注：修改
5.点击：保存",修改二级科目信息成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证“二级科目”输入为空,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.选择一条一级科目记录，点击前面的“+”号
4.选择一条二级科目记录，点击其后的“修改”按钮","1.收支类型：点击下拉框选择任一选项
2.一级科目：点击下拉框选择任一选项
3.二级科目：“”
4.备注：修改
5.点击：保存",修改二级科目信息失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证“二级科目”输入为空格,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.选择一条一级科目记录，点击前面的“+”号
4.选择一条二级科目记录，点击其后的“修改”按钮","1.收支类型：点击下拉框选择任一选项
2.一级科目：点击下拉框选择任一选项
3.二级科目：“ ”
4.备注：修改
5.点击：保存",修改二级科目信息失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证“二级科目”输入为字符,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.选择一条一级科目记录，点击前面的“+”号
4.选择一条二级科目记录，点击其后的“修改”按钮","1.收支类型：点击下拉框选择任一选项
2.一级科目：点击下拉框选择任一选项
3.二级科目：abc
4.备注：修改
5.点击：保存",修改二级科目信息成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证“二级科目”输入为数字字符组合,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.选择一条一级科目记录，点击前面的“+”号
4.选择一条二级科目记录，点击其后的“修改”按钮","1.收支类型：点击下拉框选择任一选项
2.一级科目：点击下拉框选择任一选项
3.二级科目：111aaa
4.备注：修改
5.点击：保存",修改二级科目信息成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证“二级科目”输入为数字,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.选择一条一级科目记录，点击前面的“+”号
4.选择一条二级科目记录，点击其后的“修改”按钮","1.收支类型：点击下拉框选择任一选项
2.一级科目：点击下拉框选择任一选项
3.二级科目：111
4.备注：修改
5.点击：保存",修改二级科目信息成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证“二级科目”输入为特殊字符,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.选择一条一级科目记录，点击前面的“+”号
4.选择一条二级科目记录，点击其后的“修改”按钮","1.收支类型：点击下拉框选择任一选项
2.一级科目：点击下拉框选择任一选项
3.二级科目：#
4.备注：修改
5.点击：保存",修改二级科目信息失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证“备注”框输入为空,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.选择一条一级科目记录，点击前面的“+”号
4.选择一条二级科目记录，点击其后的“修改”按钮","1.收支类型：点击下拉框选择任一选项
2.一级科目：点击下拉框选择任一选项
3.二级科目：修改二级科目
4.备注：“”
5.点击：保存",修改二级科目信息成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证“备注”框输入为空格,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.选择一条一级科目记录，点击前面的“+”号
4.选择一条二级科目记录，点击其后的“修改”按钮","1.收支类型：点击下拉框选择任一选项
2.一级科目：点击下拉框选择任一选项
3.二级科目：修改二级科目
4.备注：“ ”
5.点击：保存",修改二级科目信息成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证“备注”框输入为特殊字符,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.选择一条一级科目记录，点击前面的“+”号
4.选择一条二级科目记录，点击其后的“修改”按钮","1.收支类型：点击下拉框选择任一选项
2.一级科目：点击下拉框选择任一选项
3.二级科目：修改二级科目
4.备注：#
5.点击：保存",修改二级科目信息成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证“备注”框输入为数字字符组合,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.选择一条一级科目记录，点击前面的“+”号
4.选择一条二级科目记录，点击其后的“修改”按钮","1.收支类型：点击下拉框选择任一选项
2.一级科目：点击下拉框选择任一选项
3.二级科目：修改二级科目
4.备注：111aaa
5.点击：保存",修改二级科目信息成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证“备注”框输入超长字符时竖向滚动条可以拖动,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.选择一条一级科目记录，点击前面的“+”号
4.选择一条二级科目记录，点击其后的“修改”按钮","1.收支类型：点击下拉框选择任一选项
2.一级科目：点击下拉框选择任一选项
3.二级科目：修改二级科目
4.备注：超长输入
5.点击：保存",1.备注竖向滚动条可以拖动,,3,功能测试,系统测试阶段
